"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
10,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
10,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
10,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
10,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
10,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
10,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
10,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
11,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
11,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
11,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
11,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
11,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
11,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
11,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
12,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
12,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
12,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
12,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
12,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
12,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
12,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
13,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
13,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
13,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
13,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
13,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
13,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
13,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
14,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
14,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
14,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
14,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
14,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
14,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
14,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
15,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
15,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
15,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
15,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
15,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
15,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,56,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,64,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,72,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,80,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,88,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,96,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,104,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,112,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,120,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,128,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
15,2.402,136,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
16,2.402,0,100.486326862715,68.0787627436614,59.1997295212759,96.6999835389409,-18.5618851354288,-11.9523866671864,-14.1554810556553,-13.3117242537744
16,2.402,8,100.491710789227,68.08079252348,59.200019484992,96.7053851199438,-18.5658547108896,-11.9550622687794,-14.1577543823772,-13.3151565653543
16,2.402,16,100.495528655593,68.0822323693724,59.2002259860143,96.7092154787835,-18.5686684740553,-11.9569589501557,-14.1593662684819,-13.3175893619658
16,2.402,24,100.499355509236,68.083676006226,59.2004337066828,96.7130548320163,-18.5714879001433,-11.9588595557233,-14.1609817970104,-13.3200269410567
16,2.402,32,100.50478282929,68.0857240900865,59.2007295593059,96.7184998409159,-18.5754848180033,-11.9615541045702,-14.1632727105397,-13.3234823439666
16,2.402,40,100.517959470362,68.0906998647017,59.2014539828826,96.7317192401535,-18.5851806407569,-11.9680915005628,-14.1688333946695,-13.3318635943151
16,2.402,48,98.4836662033639,67.2728848656048,59.0005171462576,94.6956468963928,-17.2202668823073,-11.0323922134817,-13.3365358310061,-12.1667748127416
