"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
139,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
139,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
140,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
140,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
140,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
140,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
140,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
140,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
140,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
141,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
141,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
141,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
141,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
141,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
141,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
141,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
142,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
142,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
142,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
142,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
142,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
142,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
142,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
143,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
143,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
143,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
143,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
143,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
143,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
143,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
144,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
144,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
144,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
144,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
144,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
144,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
144,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
145,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
145,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
145,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
145,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
145,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
145,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
145,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
146,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
146,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
146,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
146,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
146,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
146,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
146,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
147,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
147,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
147,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
147,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
147,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
147,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
147,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
148,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
148,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
148,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
148,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
148,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
148,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,72,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,80,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,88,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,96,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,104,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,112,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,120,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,128,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
148,2.458,136,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
149,2.458,0,51.1759425958345,57.409854501738,58.1725404689228,51.8938088689937,-100.02382193371,-90.4751654893308,-84.0787586539962,-97.0556604155431
149,2.458,8,51.1827811350341,57.4171612299995,58.179077677072,51.900596272375,-100.029327768526,-90.4811813480362,-84.083908598127,-97.0608580048125
149,2.458,16,51.1876288535077,57.4223407625703,58.1837120379431,51.9054078400598,-100.033232490244,-90.4854471426634,-84.0875602984778,-97.0645442498162
149,2.458,24,51.1924866124678,57.4275309591178,58.188356206208,51.9102294552286,-100.037146742492,-90.4897228211231,-84.0912203920835,-97.0682396003512
149,2.458,32,51.1993736303615,57.4348891764839,58.1949407676256,51.9170653710926,-100.042698593864,-90.495786402218,-84.0964108616065,-97.0734811541497
149,2.458,40,51.2160827064555,57.4527409327135,58.2109177845275,51.9336511475891,-100.056180405032,-90.5105064548469,-84.1090107708313,-97.0862103605564
149,2.458,48,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
149,2.458,56,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
149,2.458,64,48.7834638780452,54.8583075640507,55.8609260860472,49.5124775206681,-97.9786223425461,-88.2977646527439,-82.2211691019778,-95.1145370238502
